 ,Label,Area,Mean,StdDev,Min,Max,Perim.
25,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:05001-03839,5.334,2.888,0.462,2.111,3.667,7.998
26,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:05004-03836,0.410,3.417,0.000,3.417,3.417,2.562
27,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:05214-04271,4.103,2.810,0.358,2.130,3.158,7.998
28,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:05231-04972,17.233,4.581,1.015,2.900,7.000,14.559
29,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:05579-03150,44.724,4.934,1.585,2.000,8.833,24.368
30,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:05854-07023,37.749,3.364,0.561,2.129,4.917,24.523
31,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:05907-03685,5.744,4.193,0.491,3.615,5.273,9.279
32,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:06022-06697,21.747,2.510,0.273,1.929,3.200,20.149
33,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:06150-08007,0.410,3.214,0.000,3.214,3.214,2.562
34,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:06150-08010,0.410,2.545,0.000,2.545,2.545,2.562
35,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:06149-08012,10.668,2.135,0.344,1.586,2.722,13.963
36,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:06214-05278,43.083,4.284,1.078,2.042,6.457,24.368
37,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:06240-07165,0.821,2.202,0.083,2.143,2.261,3.843
38,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:06245-05536,23.388,4.342,0.624,3.231,5.600,18.182
39,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:06388-06595,0.410,2.217,0.000,2.217,2.217,2.562
40,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:06390-06595,0.410,3.176,0.000,3.176,3.176,2.562
41,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:07893-06334,34.056,4.267,0.913,2.429,6.464,22.025
42,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:08179-04540,39.800,3.831,0.666,2.409,5.391,22.711
43,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:08510-06714,0.821,2.812,0.442,2.500,3.125,3.843
44,Result of Before_GA3_B4 Region1_Merged_RAW_ch01.tif:09366-08001,68.112,4.632,5.211,0.364,20.714,31.304
