 ,Label,Area,Mean,StdDev,Min,Max,Perim.
23,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03974-05589,21.747,3.865,0.609,2.526,5.235,16.901
24,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03975-05573,13.540,4.262,0.813,2.450,5.471,16.746
25,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04073-04074,2.052,4.550,0.405,4.154,5.200,5.435
26,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04271-08868,17.643,3.933,0.752,2.500,5.556,15.464
27,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04656-03852,49.238,5.012,1.405,2.368,9.909,26.930
28,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04823-04823,30.363,4.242,1.553,1.656,8.105,20.369
29,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04866-06946,77.959,4.776,1.458,2.000,8.941,36.895
30,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05056-03830,19.695,3.744,0.666,2.706,5.727,17.432
31,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05273-04262,1.641,3.070,0.361,2.765,3.467,4.905
32,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05283-04966,16.823,4.447,0.949,2.800,6.889,14.559
33,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05634-03140,44.724,4.881,1.576,2.105,8.833,24.743
34,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05885-03140,7.386,3.995,0.646,3.000,5.375,9.279
35,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05908-07019,36.518,4.217,1.549,1.742,8.000,23.087
36,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05964-03676,5.334,3.994,0.596,3.071,5.000,8.528
37,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06077-06693,20.926,3.008,0.696,1.500,4.409,19.463
38,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06218-08027,38.159,3.853,1.307,1.583,7.200,22.931
39,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06270-05271,41.031,4.165,1.209,1.875,6.760,23.462
40,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06302-05529,23.798,4.347,0.812,2.667,6.909,19.243
41,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06441-06587,6.975,3.577,0.395,2.842,4.462,9.809
42,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:07942-06330,35.697,4.729,1.188,2.304,7.789,23.307
43,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:08233-04537,43.083,3.906,0.745,2.217,5.682,23.837
44,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:08558-06711,2.462,3.724,0.942,3.111,5.429,5.435
45,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:09870-09374,10.668,2.587,0.988,1.429,4.429,13.433
46,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05586-05582,42828833.709,1.037,0.108,0.000,24.750,28616.229
47,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01944-08448,4.513,5.705,0.788,4.357,6.615,7.622
48,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02165-09043,4.513,3.403,1.008,2.500,5.111,7.622
49,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02172-09044,0.410,3.900,0.000,3.900,3.900,2.562
50,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02303-04747,2.052,3.189,0.341,2.786,3.727,5.435
51,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02393-06732,2.462,4.366,0.477,3.750,5.125,6.716
52,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02602-05776,31.594,4.348,0.908,2.733,6.667,21.650
53,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02727-06368,6.975,3.921,0.845,2.636,6.250,9.434
54,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02916-06273,23.798,4.240,0.572,2.867,5.667,19.463
55,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02941-04546,36.928,4.044,0.599,2.833,5.312,25.804
56,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02949-04532,0.410,5.100,0.000,5.100,5.100,2.562
57,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02957-04526,9.437,5.108,0.845,3.706,7.154,13.808
58,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03029-05879,12.309,4.043,0.408,3.412,4.727,13.277
59,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03121-00708,0.410,5.375,0.000,5.375,5.375,2.562
60,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03263-09032,30.773,5.335,1.020,3.154,8.500,20.214
61,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03785-10070,10.258,4.525,0.571,3.714,6.111,11.466
62,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03844-10089,2.462,3.903,0.361,3.286,4.364,6.716
63,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03886-06614,2.872,4.721,0.469,4.250,5.429,5.435
64,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03885-04951,8.206,3.396,0.653,2.650,5.083,11.621
65,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03975-05576,15.592,4.191,0.878,2.579,5.786,15.089
66,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03975-05589,24.208,4.151,0.625,2.562,5.150,17.807
67,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04070-04076,2.462,4.813,0.843,3.769,6.091,5.435
68,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04270-08870,20.926,4.149,0.859,2.400,5.800,16.215
69,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04659-03865,59.495,4.027,0.638,2.444,5.412,28.897
70,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04821-04831,31.184,3.883,0.726,2.086,5.767,21.806
71,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04858-06950,43.083,4.838,1.532,1.923,7.871,24.212
72,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04869-06947,32.825,5.203,1.431,2.522,7.714,21.806
73,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05053-03829,16.823,3.718,0.565,2.818,4.846,15.464
74,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05283-04967,16.002,4.066,0.754,2.800,6.286,14.183
75,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05635-03146,44.314,5.314,1.398,2.545,8.688,25.118
76,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05906-07019,38.569,4.896,1.368,2.364,8.417,24.368
77,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05965-03679,1.231,3.515,0.139,3.364,3.636,3.624
78,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06073-06692,28.312,3.356,0.687,2.160,5.400,22.401
79,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06207-08019,40.211,4.252,1.463,1.333,8.000,23.307
80,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06269-05271,43.903,5.235,1.787,1.963,9.053,24.368
81,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06308-05529,22.157,5.603,1.109,3.571,8.400,17.651
82,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06373-05762,2.872,3.352,0.565,2.647,4.100,6.186
83,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:07944-06331,39.800,5.360,1.423,2.474,8.895,23.462
84,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:08232-04533,43.493,4.338,0.826,2.882,6.267,24.743
85,slice0002_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05586-05582,42828833.709,1.041,0.111,0.000,15.667,28616.229
86,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00261-05039,1.231,3.556,0.111,3.444,3.667,3.624
87,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01945-08448,4.513,5.452,0.824,4.167,6.750,7.622
88,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02164-09042,4.513,3.762,1.063,2.375,5.714,8.373
89,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02172-09043,0.410,3.900,0.000,3.900,3.900,2.562
90,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02391-06732,2.462,4.734,0.322,4.222,5.125,6.406
91,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02604-05774,31.594,4.842,1.111,2.750,7.636,22.556
92,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02727-06367,6.975,4.601,0.985,3.300,6.375,9.434
93,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02915-06271,25.439,4.729,0.899,3.250,7.091,19.463
94,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02941-04547,41.852,4.772,1.071,2.400,6.467,27.085
95,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02952-04533,8.206,5.535,1.192,3.786,7.909,9.809
96,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03031-05882,11.078,4.665,0.824,3.500,6.909,11.996
97,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03262-09031,32.004,5.531,1.076,3.727,8.111,20.744
98,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03783-10072,0.410,4.273,0.000,4.273,4.273,2.562
99,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03785-10071,4.103,4.545,0.307,4.250,5.000,6.716
100,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03845-10088,0.821,3.728,0.267,3.538,3.917,3.843
101,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03886-06613,0.821,3.750,0.530,3.375,4.125,3.843
102,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03885-04951,9.437,4.133,0.602,2.889,5.364,10.715
103,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03968-05575,3.693,3.889,0.398,3.188,4.583,7.092
104,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03969-05587,20.105,4.290,0.770,2.889,6.125,15.995
105,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03975-05577,12.720,4.315,0.733,2.476,5.368,13.433
106,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04065-08749,3.693,3.041,0.239,2.625,3.333,7.622
107,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04081-04076,8.206,5.168,1.359,3.333,9.000,10.560
108,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04271-08872,24.619,4.706,1.083,2.800,7.125,17.651
109,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04427-07520,0.821,2.347,0.137,2.250,2.444,3.624
110,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04656-03860,56.623,4.770,1.236,1.762,9.143,29.648
111,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04820-04832,34.056,4.737,2.275,1.459,15.600,21.120
112,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04858-06950,41.852,5.042,1.451,2.000,7.455,23.307
113,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04869-06947,34.056,5.216,1.555,2.250,9.471,21.275
114,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05049-03830,17.643,4.959,1.218,2.556,7.400,15.464
115,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05283-04967,16.413,4.355,0.847,3.000,6.429,14.183
116,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05634-03145,37.338,5.404,1.410,2.600,8.421,23.993
117,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05906-07021,38.980,5.004,1.406,2.261,8.875,26.024
118,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05963-03677,6.155,3.748,0.444,2.812,4.600,8.903
119,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06069-06693,21.336,3.528,0.642,2.000,5.000,16.746
120,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06205-08021,42.673,4.129,1.594,1.667,8.778,23.837
121,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06268-05264,43.083,4.713,1.305,2.333,7.469,23.307
122,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06283-07163,1.231,3.899,0.432,3.400,4.154,4.905
123,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06304-05527,23.798,5.261,0.910,3.071,8.077,17.651
124,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06372-05760,2.052,3.332,0.338,2.909,3.750,6.716
125,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06435-06579,8.617,3.197,0.412,2.684,4.133,12.527
126,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:07943-06331,32.415,5.442,1.320,3.000,9.125,21.120
127,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:08230-04536,43.083,4.634,0.820,2.889,6.769,25.960
128,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:08558-06712,0.410,4.000,0.000,4.000,4.000,2.562
129,slice0003_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05586-05582,42828833.299,1.042,0.111,0.000,15.600,28616.229
130,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01946-08449,3.693,4.890,0.683,3.833,6.091,6.716
131,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02391-06732,2.872,4.423,0.451,3.778,5.250,6.341
132,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02605-05776,31.184,4.666,0.864,2.667,6.273,21.275
133,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02727-06367,8.617,3.842,0.645,2.500,4.909,10.340
134,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02915-06271,27.491,4.563,0.768,2.929,6.818,19.463
135,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02942-04546,38.569,4.266,0.917,1.400,6.800,24.743
136,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02952-04536,8.206,4.510,1.195,3.143,8.091,10.560
137,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03034-05885,11.489,4.512,0.587,3.667,5.846,13.808
138,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03122-00708,2.052,3.370,0.628,2.467,4.000,4.905
139,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03263-09031,30.363,5.788,1.305,3.462,9.000,19.838
140,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03886-06614,0.410,3.857,0.000,3.857,3.857,2.562
141,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03886-04952,10.668,4.511,0.684,3.385,6.111,12.527
142,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03969-05580,41.852,4.408,1.487,2.222,8.818,30.554
143,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04081-04076,6.565,5.798,0.928,4.154,7.100,8.903
144,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04273-08871,22.567,5.566,1.522,3.231,10.000,16.901
145,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04427-07521,2.052,2.445,0.178,2.250,2.714,4.905
146,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04659-03859,57.033,4.712,1.222,2.500,9.000,29.272
147,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04823-04832,34.466,5.344,2.129,1.971,11.300,21.120
148,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04858-06951,41.852,5.752,2.023,1.867,9.696,23.462
149,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04870-06947,32.825,5.781,1.797,2.636,10.688,21.120
150,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05049-03828,19.695,5.396,1.729,2.200,9.600,16.526
151,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05284-04967,15.592,4.434,1.067,2.875,7.857,13.808
152,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05634-03145,35.287,4.918,1.271,2.059,7.133,22.401
153,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05906-07023,39.390,5.520,1.968,2.190,10.364,24.368
154,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05964-03678,5.744,3.815,0.561,3.062,4.889,8.903
155,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06070-06693,22.567,3.881,1.113,2.125,6.273,19.619
156,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06206-08020,43.083,4.301,1.884,1.654,9.300,25.649
157,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06271-05265,37.749,4.632,1.201,2.136,6.875,23.087
158,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06282-07162,0.410,4.250,0.000,4.250,4.250,2.562
159,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06304-05529,21.747,5.167,1.043,3.286,8.000,16.901
160,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:07943-06331,27.081,4.950,1.335,2.250,8.267,19.463
161,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:08231-04536,38.980,4.590,0.829,3.071,6.909,23.462
162,slice0004_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05586-05582,42828833.709,1.044,0.112,0.000,11.300,28616.229
163,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01946-08449,2.052,4.445,0.609,3.917,5.444,4.905
164,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02391-06732,2.052,4.073,0.403,3.444,4.571,5.435
165,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02603-05778,26.260,4.138,0.615,2.812,5.545,19.088
166,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02728-06367,7.796,3.872,0.503,2.875,5.000,10.340
167,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02915-06272,26.670,4.509,0.621,3.308,6.182,19.994
168,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02943-04548,25.029,3.261,0.465,2.412,4.364,19.994
169,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02955-04538,4.924,3.209,0.738,2.389,4.400,7.998
170,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03033-05886,8.617,4.484,0.641,3.133,5.727,10.715
171,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03122-00708,0.821,3.200,0.141,3.100,3.300,3.843
172,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03262-09031,28.312,5.608,1.349,3.154,8.333,18.557
173,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03887-06614,2.052,3.463,0.748,2.333,4.429,5.435
174,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03969-05580,43.083,4.574,1.542,2.105,8.600,30.023
175,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04082-04076,5.334,5.053,1.040,3.692,7.100,7.998
176,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04273-08871,22.567,5.249,1.416,2.333,9.857,16.746
177,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04660-03859,57.854,4.476,1.107,2.176,8.125,29.117
178,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04820-04835,32.825,5.165,1.955,1.484,9.000,22.181
179,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04858-06951,42.262,5.758,2.278,1.812,11.600,24.368
180,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04870-06948,32.004,5.989,2.224,2.318,11.067,20.369
181,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05050-03827,19.285,4.987,1.397,2.250,7.545,15.995
182,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05284-04967,15.592,4.268,0.884,2.889,6.750,14.183
183,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05635-03146,31.594,4.703,1.685,1.476,9.091,20.900
184,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05906-07023,33.235,4.261,0.784,2.300,6.533,22.556
185,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06070-06693,18.464,3.515,0.530,2.350,4.455,16.526
186,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06206-08020,39.390,3.960,1.173,2.150,7.143,23.993
187,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06272-05266,39.390,5.112,1.284,2.250,7.815,23.087
188,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06281-07163,0.410,3.727,0.000,3.727,3.727,2.562
189,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06305-05529,17.233,4.061,0.739,2.800,6.250,15.464
190,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06428-06588,0.410,2.938,0.000,2.938,2.938,2.562
191,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:06430-06588,0.410,2.765,0.000,2.765,2.765,2.562
192,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:07942-06331,25.439,4.654,1.156,2.133,7.643,19.619
193,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:08231-04537,38.159,4.272,0.821,2.250,6.700,22.556
194,slice0005_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:05586-05582,42828832.068,1.044,0.110,0.000,11.600,28616.229
195,slice0006_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02603-05777,18.054,3.901,0.771,2.400,5.444,17.432
196,slice0006_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02727-06367,8.206,4.242,1.027,2.727,6.286,10.340
197,slice0006_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02914-06272,20.516,4.454,0.599,3.462,6.000,17.056
198,slice0006_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02943-04548,20.516,3.500,0.540,2.333,4.500,17.807
199,slice0006_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02955-04539,4.513,3.591,1.115,2.154,6.000,7.622
200,slice0006_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03033-05886,4.103,4.360,0.612,3.583,5.625,7.247
201,slice0006_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03262-09031,29.132,5.343,1.320,3.100,8.750,19.463
202,slice0006_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03969-05581,13.130,3.696,1.090,1.950,6.600,12.747
203,slice0006_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03969-05574,10.258,3.467,0.693,2.333,4.800,11.996
204,slice0006_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:04082-04077,4.924,4.609,1.025,2.933,6.000,8.153
