 ,Label,Area,Mean,StdDev,Min,Max,Perim.
15,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07191-01623,11.899,2.181,0.318,1.583,2.778,14.869
16,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07194-01633,10.258,2.298,0.292,1.778,3.056,11.621
17,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07217-04628,29.953,3.305,0.674,1.947,5.167,19.994
18,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07225-04623,1.231,3.448,0.409,3.000,3.800,3.624
19,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07366-04116,3.693,3.449,0.454,3.000,4.556,6.341
20,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07427-04434,2.052,2.748,0.298,2.471,3.071,4.905
21,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07516-07613,6.565,1.532,0.213,1.229,1.826,10.185
22,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07806-06279,53.341,1.894,0.731,0.857,4.692,27.461
23,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07893-06803,3.283,2.440,0.234,2.000,2.733,6.716
24,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07938-05517,21.747,2.644,0.357,2.000,3.667,16.901
25,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08134-05509,22.978,4.573,0.737,2.562,6.538,17.276
26,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08181-04080,0.410,1.692,0.000,1.692,1.692,2.562
27,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08180-04078,6.155,1.908,0.103,1.640,2.048,9.434
28,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08246-03865,32.004,4.603,1.293,2.350,7.556,20.369
29,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08612-04269,11.078,2.387,0.251,1.870,3.062,13.058
30,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08692-06008,50.468,2.893,0.489,1.864,4.700,26.024
31,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08852-03774,23.388,2.378,0.206,2.037,2.818,18.182
32,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09282-01263,5.334,2.352,0.515,1.500,3.471,10.340
33,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09465-07435,8.206,2.406,0.475,1.818,3.455,11.246
34,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09793-02059,3.283,2.339,0.274,2.000,2.750,6.716
35,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10243-04173,0.410,1.957,0.000,1.957,1.957,2.562
36,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10245-04170,6.155,2.217,0.401,1.577,3.000,12.527
37,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10303-08511,0.410,1.875,0.000,1.875,1.875,2.562
38,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10305-08509,2.462,1.998,0.292,1.583,2.444,6.406
39,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:12150-04827,34.056,3.953,1.154,1.629,7.167,22.025
40,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06481-04668,42760801.785,1.034,0.105,0.000,8.500,28566.266
41,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03499-07349,32.825,4.507,0.726,2.588,6.250,21.275
42,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04569-04442,51.699,3.274,0.396,2.556,4.643,27.836
43,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05011-05230,33.235,2.405,0.842,1.098,4.500,22.181
44,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05374-02488,12.309,2.991,0.453,2.000,3.812,14.183
45,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06100-01332,1.641,3.792,0.747,2.846,4.556,4.529
46,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06202-02213,4.924,3.327,0.429,2.500,4.000,8.528
47,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06315-03573,0.821,2.992,0.365,2.733,3.250,3.843
48,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06316-05498,6.155,2.337,0.332,1.810,3.071,8.528
49,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06621-01218,0.410,2.786,0.000,2.786,2.786,2.562
50,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06623-01216,0.410,3.231,0.000,3.231,3.231,2.562
51,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06832-05043,4.924,3.270,0.564,2.385,4.111,8.528
52,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07021-04691,27.081,2.340,0.269,1.680,3.158,22.711
53,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07035-06756,21.747,4.052,0.870,2.667,6.000,16.901
54,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07168-04459,10.258,3.046,0.423,2.214,3.875,11.996
55,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07190-01624,11.489,3.077,0.433,2.467,4.231,13.058
56,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07199-01620,0.410,3.500,0.000,3.500,3.500,2.562
57,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07196-01633,20.516,3.094,0.313,2.238,3.714,17.651
58,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07201-01620,0.821,3.300,0.519,2.933,3.667,3.843
59,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07216-04627,29.953,3.676,0.858,2.000,5.500,20.369
60,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07365-04117,4.513,3.906,0.481,3.000,4.750,7.092
61,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07428-04439,1.641,3.346,0.420,2.923,3.909,4.905
62,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07518-07617,7.386,2.446,0.610,1.577,3.692,10.340
63,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07808-06278,42.262,2.938,1.707,0.837,8.500,23.682
64,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07938-05518,24.619,3.612,0.734,2.500,5.455,17.651
65,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08135-05510,22.567,4.953,1.104,2.333,7.750,16.901
66,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08243-03867,33.235,6.422,3.886,1.286,16.143,20.744
67,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08692-06012,48.417,4.072,1.024,1.960,6.250,25.274
68,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08851-03776,20.105,3.336,0.437,2.438,4.182,17.276
69,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09067-02371,0.410,1.818,0.000,1.818,1.818,2.562
70,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09283-01263,6.565,3.900,0.630,3.000,5.364,11.090
71,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09465-07437,11.078,3.162,0.577,2.111,4.500,11.996
72,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10245-04171,0.821,2.612,0.283,2.412,2.812,3.843
73,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10305-08510,1.641,2.652,0.462,2.235,3.308,4.905
74,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:12145-04830,34.877,4.641,1.870,1.647,8.750,21.120
75,slice0002_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06481-04668,42760801.785,1.041,0.111,0.000,16.143,28566.266
76,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03498-07349,32.415,4.906,0.855,3.133,6.750,19.994
77,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04570-04442,8.617,3.688,0.519,3.067,5.300,15.245
78,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05010-05232,28.722,3.380,1.787,1.371,7.875,20.369
79,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05375-02489,8.617,2.696,0.358,2.125,3.615,12.372
80,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06202-02213,6.155,3.467,0.729,2.083,4.750,9.809
81,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06315-05498,1.231,2.978,0.102,2.867,3.067,3.624
82,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06622-01217,0.410,3.600,0.000,3.600,3.600,2.562
83,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06831-05042,0.821,3.000,0.424,2.700,3.300,3.624
84,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07021-04690,31.594,3.027,0.382,2.250,4.000,22.711
85,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07035-06756,21.336,4.084,0.811,2.444,5.750,16.901
86,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07168-04459,13.130,3.569,0.678,2.364,5.286,14.559
87,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07193-01630,38.980,3.285,0.641,2.111,5.000,32.521
88,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07210-04636,33.646,4.036,0.649,2.462,5.417,21.650
89,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07365-04117,4.924,3.784,0.492,3.000,4.556,7.622
90,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07429-04437,8.206,3.486,0.276,3.000,4.083,11.090
91,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07808-06280,40.621,3.277,1.001,1.083,6.412,23.307
92,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07937-05519,25.029,3.432,0.499,2.176,4.417,18.557
93,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08134-05510,18.464,5.254,1.219,3.059,7.600,15.464
94,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08243-03868,31.184,5.293,1.677,2.417,9.714,19.994
95,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08691-06012,42.262,4.333,0.772,2.786,6.333,23.837
96,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08855-03779,19.285,3.242,0.404,2.294,4.083,23.993
97,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09285-01261,7.386,4.415,1.273,2.100,6.500,11.621
98,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09370-02134,0.821,2.535,0.128,2.444,2.625,3.843
99,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09464-07436,6.155,3.117,0.420,2.250,3.750,8.903
100,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09793-02058,0.410,2.429,0.000,2.429,2.429,2.562
101,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10244-04171,1.641,3.323,0.252,3.133,3.692,4.905
102,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10304-08510,1.231,2.608,0.186,2.467,2.818,3.624
103,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:12143-04829,32.415,5.017,1.902,1.821,9.750,20.369
104,slice0003_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06481-04668,42760801.785,1.045,0.112,0.000,9.750,28566.266
105,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03497-07348,30.363,4.453,1.844,1.727,8.636,19.994
106,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04571-04443,1.641,3.704,0.213,3.400,3.889,4.529
107,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04572-04444,0.410,3.545,0.000,3.545,3.545,2.562
108,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05010-05232,29.132,3.263,1.002,1.848,7.429,19.463
109,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05376-02489,10.258,2.739,0.465,1.944,3.500,11.841
110,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06202-02213,6.565,3.622,0.403,3.100,4.625,8.903
111,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06314-05498,1.231,3.939,0.052,3.909,4.000,4.529
112,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07022-04691,30.363,4.057,1.094,2.188,6.000,21.650
113,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07034-06756,21.747,4.069,0.973,2.091,5.875,16.901
114,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07168-04458,15.592,4.112,0.497,3.000,5.286,14.183
115,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07195-01632,25.029,3.289,0.442,2.381,4.273,24.523
116,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07210-04636,21.747,3.989,0.807,2.467,5.900,17.651
117,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07365-04117,5.334,4.150,0.959,2.308,5.571,7.998
118,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07431-04437,8.206,3.765,0.375,3.077,4.500,10.560
119,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07808-06277,39.390,4.815,2.037,1.270,11.500,22.556
120,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07937-05519,5.334,2.981,0.379,2.500,3.875,12.902
121,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08134-05509,16.413,4.807,1.260,2.500,7.750,14.183
122,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08243-03868,32.415,5.550,2.334,1.800,11.714,20.744
123,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08615-04275,0.410,4.091,0.000,4.091,4.091,2.562
124,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08690-06013,34.056,4.142,0.733,2.467,6.333,21.275
125,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09287-01260,7.386,3.718,0.994,2.200,5.700,10.715
126,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09464-07436,7.386,2.976,0.545,2.250,4.333,9.809
127,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09793-02059,1.231,2.825,0.440,2.571,3.333,3.624
128,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:12141-04829,32.004,5.258,1.623,2.667,8.571,20.369
129,slice0004_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06481-04668,42760801.785,1.050,0.112,0.000,11.714,28566.266
130,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03497-07349,29.543,4.960,0.894,3.308,6.923,19.838
131,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05010-05232,27.081,3.719,1.439,2.000,7.625,19.088
132,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05376-02490,11.078,3.012,0.478,2.333,4.000,11.996
133,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06201-02214,2.052,3.415,0.485,2.875,4.143,4.905
134,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07023-04689,12.720,3.231,0.384,2.538,4.273,16.526
135,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07035-06757,20.926,4.268,0.823,3.000,6.143,15.995
136,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07169-04458,9.027,3.865,0.614,2.625,5.000,11.621
137,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07192-01626,7.386,2.925,0.418,2.143,3.727,9.809
138,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07210-04637,18.054,3.375,0.464,2.545,4.700,16.901
139,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07365-04117,4.513,3.566,0.308,3.000,3.900,7.622
140,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07430-04435,1.641,3.606,0.611,2.846,4.333,5.435
141,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07809-06277,38.980,4.698,1.131,2.043,7.048,22.556
142,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07938-05520,7.796,2.886,0.247,2.545,3.300,13.963
143,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08133-05509,15.182,4.348,0.777,2.900,5.917,13.808
144,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08243-03868,32.004,5.934,2.617,2.032,13.250,20.369
145,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08614-04275,0.410,3.900,0.000,3.900,3.900,2.562
146,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08691-06014,30.363,3.904,0.644,2.643,5.900,19.838
147,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09286-01261,4.103,4.057,0.741,3.222,5.875,7.998
148,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09464-07437,6.155,2.537,0.419,2.000,3.429,9.059
149,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09793-02059,0.410,2.286,0.000,2.286,2.286,2.562
150,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10248-04167,5.744,3.700,0.468,2.769,4.455,8.528
151,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10304-08509,0.410,1.917,0.000,1.917,1.917,2.562
152,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:12140-04829,29.953,4.669,1.499,2.294,8.000,19.994
153,slice0005_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06481-04668,42760801.785,1.053,0.113,0.000,13.250,28566.266
154,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03497-07349,29.543,4.823,1.050,2.583,7.273,19.619
155,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05009-05234,20.516,3.268,1.378,0.968,6.889,16.526
156,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05376-02491,11.078,2.781,0.658,1.833,3.900,11.466
157,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07023-04690,16.002,3.649,0.928,2.385,6.000,15.089
158,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07034-06757,20.926,3.998,0.769,2.875,6.125,16.526
159,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07168-04458,4.513,3.570,0.463,3.000,4.714,7.622
160,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07192-01626,8.617,2.834,0.460,1.929,3.727,10.715
161,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07196-01631,0.410,2.909,0.000,2.909,2.909,2.562
162,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07196-01635,0.410,3.667,0.000,3.667,3.667,2.562
163,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07210-04639,13.540,3.401,0.538,2.636,4.625,13.808
164,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07365-04118,5.334,4.411,1.212,2.538,7.000,7.998
165,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07809-06277,37.338,5.743,1.971,2.136,10.615,22.556
166,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07937-05520,0.410,2.556,0.000,2.556,2.556,2.562
167,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07939-05519,0.410,2.800,0.000,2.800,2.800,2.562
168,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07940-05522,1.231,2.931,0.677,2.182,3.500,4.529
169,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08134-05509,13.130,3.636,0.616,2.000,4.455,13.277
170,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08243-03868,30.773,5.789,2.509,1.417,11.000,20.369
171,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08690-06014,25.850,3.997,0.700,2.333,5.556,18.713
172,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09284-01261,5.334,2.953,0.622,2.111,4.125,8.528
173,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09464-07439,2.052,2.510,0.323,2.000,2.833,4.905
174,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10249-04167,6.565,3.439,0.528,2.615,4.400,8.903
175,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10305-08510,1.231,2.875,0.611,2.182,3.333,3.624
176,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:12139-04828,27.081,6.701,2.481,2.250,11.429,19.463
177,slice0006_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06481-04668,42760800.964,1.057,0.114,0.000,11.429,28566.266
178,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03496-07348,27.901,4.775,0.977,2.385,7.125,18.557
179,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05009-05235,20.926,3.188,0.735,1.714,5.625,15.995
180,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06096-01333,0.410,2.875,0.000,2.875,2.875,2.562
181,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07021-04690,17.643,3.756,1.085,2.000,6.500,16.370
182,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07034-06757,20.105,4.049,0.887,2.556,6.000,15.995
183,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07168-04459,2.052,3.133,0.304,2.667,3.429,4.905
184,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07193-01629,20.516,3.217,0.583,2.250,4.600,19.243
185,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07209-04640,11.899,2.896,0.349,2.300,3.556,11.996
186,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07364-04118,4.513,4.455,0.748,3.300,5.833,7.092
187,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07810-06277,38.980,6.571,2.516,2.125,12.000,22.556
188,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07939-05521,1.641,3.384,0.432,2.750,3.714,5.124
189,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08134-05510,11.899,3.017,0.694,1.818,4.273,12.372
190,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08243-03868,32.825,5.924,2.840,1.286,12.667,20.900
191,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:08690-06014,20.926,3.852,0.622,2.500,5.444,16.746
192,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:09284-01262,2.052,3.083,0.564,2.500,3.857,4.905
193,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10249-04167,7.796,3.456,0.511,2.545,4.200,9.434
194,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:10305-08510,1.231,2.698,0.698,2.231,3.500,3.624
195,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:12138-04828,25.029,3.750,3.267,0.778,11.667,18.182
196,slice0007_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06481-04668,42760802.195,1.060,0.115,0.000,14.000,28566.266
197,slice0008_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03496-07348,26.670,4.700,0.905,3.000,7.875,18.557
198,slice0008_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:05009-05234,20.105,4.217,1.761,1.400,7.667,15.995
199,slice0008_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:06096-01335,1.231,3.046,0.285,2.875,3.375,5.124
200,slice0008_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07023-04694,14.361,3.364,0.649,2.286,4.889,15.620
201,slice0008_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07034-06757,19.695,4.028,0.885,2.444,5.571,15.995
202,slice0008_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07192-01629,21.336,3.418,0.499,2.455,4.583,17.276
203,slice0008_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07208-04639,4.924,2.571,0.402,2.091,3.500,7.998
204,slice0008_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:07364-04118,4.924,3.710,0.542,3.100,5.000,7.247
