 ,Label,Area,Mean,StdDev,Min,Max,Perim.
16,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03754-05883,20.926,4.744,0.509,3.786,6.077,17.276
17,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03826-07305,0.410,5.400,0.000,5.400,5.400,2.562
18,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04000-03208,18.874,4.865,1.515,2.273,8.000,15.620
19,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04125-03639,2.872,2.860,0.785,1.615,3.750,5.811
20,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04488-01740,16.002,3.213,0.352,2.421,4.000,15.089
21,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04570-07042,0.410,2.455,0.000,2.455,2.455,2.562
22,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04833-07331,5.744,4.153,1.092,2.556,5.571,7.998
23,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04885-01672,12.309,3.090,0.349,2.368,4.000,12.902
24,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04953-07359,20.926,3.567,0.821,2.192,5.250,16.370
25,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05112-09277,18.874,5.009,0.678,3.923,7.222,15.464
26,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05173-06287,35.287,4.595,0.658,3.353,6.455,26.335
27,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05179-06029,9.027,4.491,0.552,3.500,5.455,10.715
28,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05189-03188,2.462,3.036,0.160,2.800,3.250,6.406
29,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05298-07231,0.410,4.500,0.000,4.500,4.500,2.562
30,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05448-03743,12.720,3.611,0.961,1.833,5.000,12.902
31,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05546-02898,19.285,4.249,0.760,2.643,5.818,16.746
32,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05598-08264,32.825,2.811,0.428,1.906,4.056,22.931
33,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05619-03610,2.872,3.220,0.483,2.714,3.800,5.811
34,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05837-02836,11.489,3.380,0.515,2.533,5.000,13.058
35,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06847-02097,38.980,5.324,1.814,1.621,9.684,24.368
36,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06921-01493,8.206,4.073,0.644,2.800,5.286,9.809
37,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07288-02431,1.641,3.887,1.208,3.000,5.636,5.124
38,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07710-08669,0.410,2.722,0.000,2.722,2.722,2.562
39,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07709-08668,4.513,2.668,0.362,2.100,3.353,8.903
40,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07761-06541,1.231,2.651,0.199,2.444,2.842,3.624
41,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07822-06721,27.901,4.158,0.763,2.786,7.333,18.933
42,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08153-05141,6.565,3.817,0.654,2.391,4.917,8.903
43,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08621-08122,1.231,3.061,0.197,2.857,3.250,5.124
44,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08778-02493,14.361,6.338,1.306,3.818,9.375,13.277
45,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08930-06352,2.052,3.158,0.325,2.778,3.556,4.905
46,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:09086-03457,22.157,6.856,2.280,3.438,13.429,18.557
47,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:09315-00682,25.850,4.382,0.984,2.267,6.636,19.088
48,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:10805-02007,46.776,6.214,1.937,2.316,10.706,24.743
49,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05570-05581,44150263.107,1.036,0.107,0.000,13.429,28573.952
50,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:01012-02607,13.951,4.517,1.329,2.417,6.933,13.433
51,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:01886-03420,33.235,4.512,0.629,3.067,6.100,21.806
52,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02003-04826,18.874,4.385,0.964,2.583,7.000,17.651
53,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02209-03426,5.744,3.801,0.410,3.333,5.000,7.998
54,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02212-05047,50.468,5.387,1.187,2.375,8.375,26.024
55,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02560-04105,9.437,4.753,0.953,3.000,6.333,10.560
56,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02642-04675,13.951,4.750,0.964,3.071,6.600,14.183
57,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02728-05271,2.872,3.669,0.426,3.000,4.273,7.998
58,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02885-05850,5.744,3.437,1.152,1.750,5.429,8.528
59,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03224-05031,0.410,3.750,0.000,3.750,3.750,2.562
60,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03449-07245,11.899,3.735,0.446,2.882,4.462,15.620
61,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03672-04383,17.643,5.966,3.176,1.261,12.875,15.464
62,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03753-05883,20.926,5.441,0.854,3.533,7.091,16.901
63,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04000-03208,18.054,5.007,1.223,3.000,7.750,15.464
64,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04126-03639,2.462,3.637,0.674,2.727,4.375,5.435
65,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04492-01738,15.592,3.827,0.645,2.350,5.273,13.653
66,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04572-07044,5.334,2.730,0.275,2.348,3.059,8.528
67,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04834-07331,8.617,4.682,0.919,3.125,6.125,10.185
68,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04883-01672,14.771,3.426,0.527,2.500,4.583,17.432
69,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04957-07361,21.747,3.881,0.557,2.560,5.238,17.276
70,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05112-09277,16.002,5.459,0.870,3.909,8.000,14.339
71,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05448-03743,11.078,4.386,0.578,3.154,5.667,11.996
72,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05545-02890,18.464,3.859,0.842,2.150,5.619,15.995
73,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05596-08263,29.953,2.938,0.640,1.941,4.294,20.369
74,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05619-03614,7.796,3.765,0.490,2.824,4.643,10.715
75,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05834-02718,3.283,2.806,0.230,2.526,3.133,8.153
76,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05836-02839,8.206,3.393,0.397,2.833,4.222,10.715
77,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06847-02099,41.442,5.043,1.066,2.833,7.944,24.743
78,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06923-01494,6.155,3.894,0.455,3.125,4.714,8.903
79,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07288-02435,8.617,3.462,0.458,2.500,4.143,10.340
80,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07711-08665,0.821,2.844,0.409,2.556,3.133,3.624
81,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07756-06539,0.410,4.182,0.000,4.182,4.182,2.562
82,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07822-06722,25.850,4.350,0.737,2.750,5.750,18.557
83,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08146-05142,6.565,3.661,0.793,2.600,5.500,11.090
84,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08621-08122,0.410,3.000,0.000,3.000,3.000,2.562
85,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08780-02495,16.413,4.205,0.749,2.556,5.875,14.714
86,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08931-06353,2.462,4.355,0.805,3.300,5.300,6.406
87,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:09084-03456,19.285,5.223,0.995,3.357,8.273,17.807
88,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:09315-00684,15.182,4.067,0.629,2.750,5.200,15.245
89,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:10805-02007,44.314,5.909,1.833,2.529,11.059,24.212
90,slice0002_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05570-05581,44150263.517,1.043,0.112,0.000,12.875,28573.952
91,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:00762-05762,2.052,3.967,0.291,3.600,4.375,5.435
92,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:01013-02608,12.720,4.987,1.508,2.417,7.909,12.372
93,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:01886-03420,28.722,4.089,0.535,2.846,5.429,20.369
94,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02003-04826,16.823,4.310,0.737,3.000,6.222,15.995
95,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02209-03425,4.103,3.925,0.520,3.111,4.750,6.716
96,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02212-05047,50.879,4.542,0.793,2.615,6.750,26.555
97,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02560-04105,9.027,4.642,0.868,3.000,6.800,10.185
98,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02642-04675,12.309,4.316,0.586,3.308,5.636,12.527
99,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02886-05851,4.924,3.664,0.694,2.250,5.000,7.622
100,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03449-07243,0.410,3.615,0.000,3.615,3.615,2.562
101,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03450-07242,0.821,3.508,0.342,3.267,3.750,3.843
102,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03453-07242,2.052,3.115,0.348,2.750,3.692,6.716
103,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03671-04384,16.002,5.609,2.243,2.053,9.889,15.089
104,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03753-05883,18.464,4.849,0.539,4.000,6.000,15.995
105,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04000-03208,17.643,4.765,1.024,3.000,7.000,15.620
106,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04126-03639,3.693,3.320,0.605,2.300,4.222,6.716
107,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04491-01739,13.951,3.791,0.453,2.579,5.000,13.277
108,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04567-07046,5.334,3.196,0.407,2.700,3.938,9.434
109,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04836-07330,10.668,2.741,0.867,1.571,4.714,11.466
110,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04884-01672,0.410,3.385,0.000,3.385,3.385,2.562
111,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04957-07359,20.516,4.852,1.276,2.840,8.364,16.746
112,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05109-09276,12.720,5.140,0.840,3.545,7.000,12.902
113,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05179-06022,4.103,4.606,0.797,3.833,5.900,7.247
114,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05190-03178,2.872,3.856,0.704,3.000,4.857,7.622
115,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05240-08507,0.410,3.533,0.000,3.533,3.533,2.562
116,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05243-08508,1.641,3.060,0.391,2.650,3.467,5.124
117,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05298-07232,2.052,4.860,0.545,4.385,5.600,4.905
118,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05447-03742,11.489,4.509,0.589,3.083,5.400,11.996
119,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05543-02892,19.695,4.134,0.855,2.579,5.526,16.746
120,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05596-08262,28.312,3.206,1.011,1.533,5.692,19.994
121,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05620-03614,11.899,4.092,0.613,2.765,5.000,12.902
122,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05833-02719,4.103,2.750,0.253,2.389,3.214,7.998
123,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06004-04618,0.410,3.400,0.000,3.400,3.400,2.562
124,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06846-02099,41.031,5.435,1.259,2.700,7.929,24.898
125,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06922-01493,5.334,4.104,0.452,3.400,4.857,7.998
126,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07286-02434,4.924,3.943,0.392,3.167,4.308,7.998
127,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07756-06541,1.641,3.562,1.391,2.333,5.455,5.124
128,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07823-06722,25.029,4.506,0.925,2.545,6.364,17.651
129,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08150-05141,7.796,4.195,0.731,3.357,6.364,10.185
130,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08781-02495,15.182,4.153,0.592,2.778,5.143,14.183
131,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08931-06354,2.052,5.792,0.954,4.333,6.625,4.529
132,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:09084-03456,18.054,4.501,0.751,3.154,6.818,17.276
133,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:09315-00683,16.413,4.122,0.602,3.000,5.375,15.089
134,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:10805-02006,39.390,5.187,1.374,2.400,8.600,22.556
135,slice0003_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05570-05581,44150263.517,1.048,0.112,0.000,12.000,28573.952
136,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:00763-05763,4.513,3.519,0.723,2.455,4.571,7.092
137,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:01013-02607,13.540,4.419,1.390,1.538,6.750,13.433
138,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:01886-03420,23.388,3.807,0.446,2.778,5.125,19.463
139,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02004-04826,15.182,3.908,0.507,3.083,5.083,14.714
140,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02209-03425,6.565,3.796,0.790,2.444,5.571,8.903
141,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02215-05049,1.231,2.750,0.250,2.500,3.000,3.624
142,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02212-05048,45.955,3.791,0.634,2.500,5.636,25.649
143,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02561-04105,8.617,4.482,0.681,3.417,5.636,9.809
144,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02642-04675,12.309,3.811,0.599,2.750,5.300,12.902
145,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02885-05851,6.155,4.423,0.662,2.875,5.000,8.903
146,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03672-04383,14.361,4.290,0.788,2.722,5.571,13.653
147,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03752-05882,12.720,4.322,0.465,3.455,5.778,13.808
148,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04000-03208,18.054,5.035,1.373,2.600,8.375,15.089
149,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04017-06956,0.821,3.429,0.202,3.286,3.571,3.843
150,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04126-03639,2.462,4.003,0.832,2.444,4.857,5.435
151,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04490-01739,13.540,3.704,0.647,2.632,5.875,12.902
152,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04567-07049,0.410,4.083,0.000,4.083,4.083,2.562
153,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04567-07047,1.641,3.271,0.422,2.647,3.571,6.716
154,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04838-07331,11.078,3.092,0.645,1.625,4.286,11.996
155,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04881-01672,0.410,2.571,0.000,2.571,2.571,2.562
156,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04882-01674,0.410,3.167,0.000,3.167,3.167,2.562
157,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04883-01673,0.821,3.567,0.330,3.333,3.800,3.843
158,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04885-01673,0.410,2.714,0.000,2.714,2.714,2.562
159,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04958-07360,20.926,5.123,1.178,2.850,7.200,16.370
160,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05110-09276,11.078,4.648,0.577,3.500,5.556,11.996
161,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05181-06022,9.437,5.159,0.732,3.700,6.333,11.621
162,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05251-08505,0.821,2.905,0.033,2.882,2.929,3.843
163,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05296-07232,0.821,6.550,0.636,6.100,7.000,3.843
164,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05448-03742,11.489,5.554,1.784,2.154,8.286,11.996
165,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05543-02892,19.285,5.222,1.388,2.062,7.643,15.995
166,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05596-08260,27.901,3.120,0.814,1.962,4.800,19.994
167,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05620-03614,5.334,3.809,0.344,3.308,4.300,8.528
168,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06005-04620,1.231,3.449,0.596,3.000,4.125,3.624
169,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06847-02100,35.697,4.756,1.005,2.444,6.556,22.556
170,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06923-01493,4.924,3.948,0.502,3.125,4.857,8.528
171,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07542-05216,2.052,4.462,1.075,3.444,6.000,5.811
172,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07822-06721,24.619,4.591,1.045,2.385,6.600,18.182
173,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08150-05139,2.462,3.538,0.425,3.067,4.091,6.716
174,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08781-02494,15.592,4.658,0.952,3.333,7.800,14.714
175,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:08931-06354,2.462,5.099,1.151,3.000,6.222,5.811
176,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:09084-03456,13.951,3.856,0.853,2.500,5.667,18.182
177,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:09315-00682,14.771,3.891,0.564,2.818,5.250,14.714
178,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:10806-02005,37.338,5.031,1.536,1.700,9.091,22.181
179,slice0004_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05570-05581,44150263.107,1.053,0.113,0.000,11.000,28573.952
180,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:00763-05763,2.872,3.372,0.415,2.875,4.000,5.435
181,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:01013-02608,12.309,4.524,1.217,2.083,6.600,12.682
182,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:01887-03419,13.540,3.263,0.334,2.636,4.000,13.433
183,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02004-04826,14.771,3.626,0.534,2.667,4.700,15.620
184,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02209-03426,5.334,3.881,0.573,3.111,5.000,8.153
185,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02216-05051,1.231,3.807,0.373,3.500,4.222,3.624
186,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02213-05048,18.054,3.268,0.480,2.333,4.667,22.711
187,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02561-04105,8.617,4.257,0.783,2.833,5.750,9.809
188,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02642-04676,10.668,3.898,0.770,2.667,5.571,11.996
189,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02800-05031,0.410,3.667,0.000,3.667,3.667,2.562
190,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02885-05852,4.103,3.710,0.571,2.750,4.857,7.247
191,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03673-04383,14.771,4.708,1.147,2.429,7.778,14.183
192,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03752-05882,3.283,3.870,0.362,3.364,4.444,7.092
193,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04000-03209,17.643,4.778,1.144,2.583,7.200,15.089
194,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04127-03640,2.872,3.071,0.567,2.600,4.125,5.811
195,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04489-01739,12.720,3.336,0.587,2.375,4.846,12.747
196,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04569-07048,2.052,3.861,0.728,3.062,4.636,4.905
197,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04838-07331,11.078,3.063,0.608,2.000,4.167,11.621
198,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04958-07360,20.105,4.520,0.963,2.667,6.200,15.995
199,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05111-09276,6.565,4.327,0.322,3.600,4.875,9.434
200,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05180-06022,7.796,4.741,0.521,3.750,5.778,9.809
201,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05250-08505,0.410,3.071,0.000,3.071,3.071,2.562
202,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05449-03743,10.668,3.613,0.843,2.167,5.000,11.621
203,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05543-02892,19.695,4.114,0.838,2.625,6.143,16.746
204,slice0005_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05596-08261,25.029,3.090,0.446,2.385,4.000,19.088
