 ,Label,Area,Mean,StdDev,Min,Max,Perim.
20,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4245-6390,7.386,3.355,0.363,2.800,4.062,10.715
21,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4299-7517,56.623,5.117,1.170,2.722,7.571,28.586
22,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4442-6898,0.410,3.818,0.000,3.818,3.818,2.562
23,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4491-7455,13.951,4.335,0.550,3.286,5.333,13.653
24,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4638-6070,8.617,3.584,0.531,2.700,4.875,10.715
25,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4852-4574,5.744,2.983,0.378,2.500,3.714,8.903
26,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:5653-7961,9.437,2.371,0.585,1.606,3.706,16.150
27,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6055-7877,14.361,2.337,0.750,1.636,5.000,13.277
28,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6927-5630,27.901,3.721,1.109,2.176,6.556,19.838
29,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7078-7397,38.569,3.938,0.590,2.364,5.176,22.931
30,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7798-4739,27.081,4.214,0.631,2.692,5.750,19.619
31,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7920-5008,52.110,4.229,1.094,1.444,7.105,28.742
32,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:8029-3802,27.081,4.148,0.554,3.000,5.333,19.994
33,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4668-4669,35656093.005,1.036,0.108,0.000,9.185,23924.792
34,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0765-6681,0.410,3.846,0.000,3.846,3.846,1.812
35,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0766-6679,0.410,4.000,0.000,4.000,4.000,1.812
36,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0871-6779,61.547,6.575,2.351,2.810,11.591,29.117
37,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:1182-4595,0.821,5.035,0.835,4.444,5.625,3.624
38,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2123-8280,36.108,4.028,0.517,2.846,5.500,23.242
39,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2134-5482,0.410,4.778,0.000,4.778,4.778,2.562
40,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2136-5481,0.410,4.333,0.000,4.333,4.333,2.562
41,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2544-6911,14.361,4.659,0.819,3.111,6.200,13.808
42,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2826-5850,20.516,4.628,0.693,3.071,6.455,16.901
43,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2835-8826,2.872,4.533,0.494,3.846,5.111,6.716
44,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2995-5296,0.821,2.823,0.392,2.545,3.100,3.624
45,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3234-7094,9.027,4.395,0.602,3.333,5.545,11.621
46,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3562-7019,5.744,4.707,0.803,3.300,5.889,8.903
47,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3852-3394,1.231,3.625,0.331,3.375,4.000,3.624
48,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3899-6011,16.002,4.274,0.559,3.214,5.364,15.620
49,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4037-6978,0.410,4.000,0.000,4.000,4.000,2.562
50,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4232-3449,18.464,4.213,0.543,3.235,5.500,16.370
51,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4241-6381,0.410,3.133,0.000,3.133,3.133,2.562
52,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4298-7522,57.033,5.384,1.326,2.714,8.462,27.836
53,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4443-6897,4.924,4.361,0.874,2.625,5.333,10.340
54,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4491-7456,7.386,4.629,0.468,3.615,5.444,11.246
55,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4640-6069,11.489,3.526,0.379,2.778,4.286,11.996
56,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4850-4576,11.899,3.568,0.635,2.600,5.286,12.527
57,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:5026-7699,0.410,4.444,0.000,4.444,4.444,2.562
58,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:5039-7267,1.231,5.176,0.405,4.750,5.556,4.529
59,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6056-7876,11.489,2.345,0.565,1.541,3.688,11.996
60,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6928-5629,36.518,3.568,0.616,2.278,4.818,23.837
61,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7076-7395,37.338,4.328,0.512,3.222,5.471,22.931
62,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7801-4738,25.029,5.035,0.638,3.571,6.400,19.088
63,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7923-5005,52.110,5.851,2.317,2.318,13.167,28.367
64,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:8029-3802,12.720,4.595,0.559,3.455,5.400,14.339
65,slice0002_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4668-4669,35656093.416,1.046,0.113,0.000,13.167,23924.792
66,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0871-6779,61.957,6.467,2.194,3.050,11.810,29.117
67,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2123-8279,29.953,3.769,0.475,2.364,5.125,22.867
68,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2546-6913,18.464,4.527,1.141,2.250,8.833,15.464
69,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2994-5293,6.565,2.881,0.359,2.071,3.455,8.903
70,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3235-7093,9.437,4.632,0.475,3.500,5.556,11.996
71,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3562-7019,5.334,4.625,0.961,3.400,6.143,8.528
72,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3851-3393,0.410,2.667,0.000,2.667,2.667,2.562
73,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3897-6013,9.848,4.289,0.704,3.308,5.750,11.090
74,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4036-6977,3.693,4.700,0.695,3.692,5.667,8.153
75,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4232-3448,17.643,4.432,0.606,3.333,5.583,15.995
76,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4298-7522,57.854,5.234,1.132,3.000,8.600,28.367
77,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4639-6069,4.103,3.847,0.588,3.222,5.000,8.903
78,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4848-4577,0.410,3.333,0.000,3.333,3.333,2.562
79,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4850-4577,3.693,3.878,0.557,2.800,4.714,8.528
80,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6055-7875,12.309,2.894,0.809,2.038,4.667,12.372
81,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6927-5630,36.108,3.782,0.673,2.706,5.900,23.617
82,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7075-7396,34.056,4.323,0.534,2.941,5.400,21.275
83,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7800-4738,11.489,4.641,0.567,3.500,6.500,16.150
84,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7922-5006,40.621,4.441,1.536,1.500,7.444,25.804
85,slice0003_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4668-4669,35656093.005,1.054,0.114,0.000,11.810,23924.792
86,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0873-6780,54.572,6.903,2.763,2.364,13.421,26.930
87,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:1182-4595,0.410,3.444,0.000,3.444,3.444,2.562
88,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2124-8279,34.877,4.034,0.586,2.700,5.500,23.462
89,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2548-6914,16.823,5.573,1.452,2.833,9.100,15.089
90,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2844-5848,11.078,4.390,0.547,3.500,5.875,12.527
91,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3563-7019,6.565,4.391,0.958,2.636,5.750,8.903
92,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3852-3393,1.231,2.852,0.170,2.667,3.000,3.624
93,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3899-6013,2.052,4.404,1.694,2.727,7.167,4.905
94,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4037-6977,3.283,4.276,0.465,3.818,5.125,8.153
95,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4233-6380,0.410,3.500,0.000,3.500,3.500,2.562
96,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4232-3448,19.695,4.265,0.584,3.267,5.636,16.746
97,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4299-7522,55.392,5.351,1.381,2.750,9.700,28.742
98,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4640-6066,0.821,3.188,0.619,2.750,3.625,3.843
99,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4642-6066,0.410,4.143,0.000,4.143,4.143,2.562
100,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4849-4577,5.334,3.243,0.753,2.222,4.667,8.903
101,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:5027-7699,0.410,3.200,0.000,3.200,3.200,2.562
102,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:5040-7265,1.641,3.894,0.157,3.667,4.000,4.529
103,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6055-7874,10.258,2.471,0.681,1.519,4.167,11.621
104,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6828-6298,0.821,4.694,0.275,4.500,4.889,3.843
105,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6927-5630,31.184,3.987,1.077,2.556,6.625,21.650
106,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7076-7395,26.670,3.510,0.361,2.733,4.692,19.463
107,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7922-5006,38.159,5.187,1.845,2.000,10.000,25.804
108,slice0004_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4668-4669,35656093.005,1.063,0.116,0.000,13.421,23924.792
109,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0873-6780,53.341,8.828,4.483,1.652,19.500,26.555
110,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2124-8279,32.415,3.917,0.552,2.417,5.286,22.181
111,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2549-6914,11.489,4.758,1.010,3.231,6.889,11.996
112,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2845-5848,4.924,4.239,0.451,3.545,5.000,7.998
113,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3563-7019,5.744,4.732,0.747,3.667,6.125,8.528
114,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3851-3393,0.410,2.857,0.000,2.857,2.857,2.562
115,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3900-6012,7.796,4.153,0.597,3.000,5.111,10.871
116,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4233-3450,16.413,4.146,0.819,2.250,6.667,15.089
117,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4300-7522,38.569,4.445,0.834,2.462,6.800,23.087
118,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4848-4578,0.410,3.286,0.000,3.286,3.286,2.562
119,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4849-4579,0.410,3.000,0.000,3.000,3.000,2.562
120,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4849-4577,3.283,3.371,0.407,2.875,4.000,7.092
121,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:5038-7263,0.410,4.714,0.000,4.714,4.714,2.562
122,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6054-7874,10.258,2.737,0.784,1.810,4.625,12.152
123,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6927-5631,30.363,3.947,1.050,2.200,6.571,20.589
124,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7077-7396,20.926,3.098,0.358,2.429,4.000,16.746
125,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7922-5006,35.287,3.672,1.006,2.000,6.000,23.993
126,slice0005_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4668-4669,35656093.005,1.069,0.118,0.000,19.500,23924.792
127,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0766-6683,3.283,4.642,0.674,3.333,5.429,6.716
128,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0873-6780,53.751,8.365,4.004,2.353,16.889,27.305
129,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2124-8280,28.722,3.835,0.485,2.900,5.143,21.120
130,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2549-6914,9.027,4.467,0.785,2.909,5.750,10.715
131,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3563-7018,4.103,4.873,0.504,4.222,6.143,6.716
132,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3899-6012,8.206,4.297,0.518,3.500,5.143,9.809
133,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4234-3451,11.078,3.430,0.821,1.750,5.333,11.996
134,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4300-7522,33.235,4.172,0.650,2.818,6.125,22.181
135,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6054-7873,10.258,2.537,0.353,2.095,3.583,11.466
136,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6927-5631,28.722,3.990,1.140,2.286,6.714,20.369
137,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7077-7395,15.592,2.946,0.378,2.333,3.800,15.620
138,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7922-5006,30.773,3.822,1.147,1.643,6.143,22.556
139,slice0006_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4668-4669,35656093.005,1.072,0.118,0.000,16.889,23924.792
140,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0767-6683,2.872,4.014,0.415,3.600,4.625,5.811
141,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0873-6781,52.110,7.198,3.027,2.529,15.071,26.555
142,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2124-8280,31.184,3.773,0.533,2.571,5.286,21.430
143,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2548-6913,9.027,4.337,0.935,2.800,6.286,10.715
144,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3563-7019,5.334,4.222,0.833,3.222,5.750,7.998
145,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3852-3394,0.821,3.571,0.606,3.143,4.000,3.843
146,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3899-6013,8.206,4.012,0.395,3.250,4.750,10.340
147,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4234-3450,9.848,3.538,0.454,2.727,4.375,12.527
148,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4300-7522,29.132,3.864,0.642,2.800,5.375,20.744
149,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6055-7873,9.027,2.492,0.577,1.737,3.636,10.715
150,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6828-6298,1.231,4.620,0.579,4.111,5.250,3.624
151,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6927-5631,24.208,3.824,0.937,2.154,5.857,18.713
152,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7078-7395,11.489,2.828,0.291,2.231,3.444,12.372
153,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7922-5007,26.260,3.385,0.697,2.154,5.000,21.055
154,slice0007_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4668-4669,35656092.185,1.070,0.117,0.000,15.071,23924.792
155,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0767-6683,0.410,3.000,0.000,3.000,3.000,1.812
156,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0873-6781,54.161,7.469,3.415,1.789,15.500,26.930
157,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2123-8280,19.695,3.601,0.484,2.600,4.750,18.713
158,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2548-6914,6.565,3.953,0.593,2.889,4.875,9.279
159,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3563-7019,4.103,4.630,0.780,3.333,5.875,7.247
160,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3899-6012,8.206,3.964,0.510,2.900,4.857,10.185
161,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4233-3449,4.924,3.618,0.498,2.900,4.571,7.622
162,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4299-7522,20.105,3.084,0.362,2.273,4.000,16.370
163,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6054-7873,9.848,2.587,0.391,1.889,3.250,11.090
164,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6926-5632,25.029,3.520,0.729,2.417,5.375,19.463
165,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7077-7394,4.924,2.745,0.194,2.455,3.000,8.528
166,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7922-5007,25.850,2.558,0.702,1.143,3.875,20.900
167,slice0008_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4668-4669,35656092.185,1.064,0.115,0.000,15.500,23924.792
168,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0873-6781,55.392,6.298,2.403,2.538,12.077,27.461
169,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2123-8284,0.410,3.222,0.000,3.222,3.222,2.562
170,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2124-8280,9.848,3.293,0.432,2.667,4.250,16.901
171,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2548-6914,5.334,3.845,0.555,3.111,4.857,7.622
172,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3562-7018,3.283,4.380,0.939,2.800,5.500,5.811
173,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3900-6013,2.462,3.777,0.813,2.667,4.857,6.406
174,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4234-3449,5.744,2.948,0.590,1.667,3.875,8.903
175,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4299-7522,13.951,3.071,0.338,2.600,3.625,17.807
176,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6054-7873,9.437,3.096,0.818,2.000,4.875,10.715
177,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6926-5632,25.029,3.297,0.492,2.273,4.444,19.463
178,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7921-5007,25.029,2.748,0.700,1.429,4.125,21.430
179,slice0009_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4668-4669,35656093.005,1.063,0.114,0.000,14.000,23924.792
180,slice0010_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0873-6781,51.289,6.116,2.237,2.909,11.727,26.024
181,slice0010_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2123-8279,20.516,3.564,0.484,2.545,4.714,21.055
182,slice0010_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2549-6914,6.565,3.671,0.442,2.778,4.429,10.249
183,slice0010_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3563-7018,4.103,4.446,0.714,3.333,5.571,6.716
184,slice0010_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3900-6014,0.410,3.111,0.000,3.111,3.111,2.562
185,slice0010_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4235-3451,11.489,3.325,0.453,2.600,4.375,11.996
186,slice0010_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4299-7522,16.823,3.103,0.455,2.200,4.286,15.089
187,slice0010_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6054-7872,9.437,2.777,0.735,1.846,4.333,11.090
188,slice0010_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6927-5631,22.157,3.544,0.821,2.308,6.000,17.651
189,slice0010_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7922-5007,20.926,2.737,0.490,1.615,4.000,20.149
190,slice0010_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4668-4669,35656092.185,1.061,0.113,0.000,12.000,23924.792
191,slice0011_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0873-6782,52.520,5.749,1.939,2.500,10.636,26.399
192,slice0011_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2122-8279,0.410,3.111,0.000,3.111,3.111,2.562
193,slice0011_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2124-8280,16.002,3.443,0.384,2.800,4.143,17.056
194,slice0011_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2549-6914,6.565,3.739,0.590,3.000,4.875,8.903
195,slice0011_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:3563-7019,3.693,4.137,0.494,3.400,4.778,6.341
196,slice0011_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4235-3452,7.386,3.128,0.398,2.333,3.625,9.809
197,slice0011_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4299-7522,9.437,2.843,0.389,2.100,3.714,14.339
198,slice0011_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6054-7872,9.437,2.741,0.436,2.059,4.000,10.715
199,slice0011_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:6927-5632,20.105,3.050,0.447,2.091,4.250,18.337
200,slice0011_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:7921-5008,20.105,2.599,0.285,2.000,3.200,18.337
201,slice0011_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:4668-4669,35656093.005,1.058,0.112,0.000,19.000,23924.792
202,slice0012_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:0871-6782,54.982,5.455,1.737,2.364,10.273,26.930
203,slice0012_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2121-8278,0.410,3.125,0.000,3.125,3.125,2.562
204,slice0012_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:2124-8284,0.410,3.222,0.000,3.222,3.222,2.562
