 ,Label,Area,Mean,StdDev,Min,Max,Perim.
20,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:06885-03037,0.821,4.042,0.059,4.000,4.083,3.843
21,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:06885-03043,1.231,4.376,0.152,4.250,4.545,3.624
22,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:07025-03797,26.260,2.940,0.454,2.115,3.840,18.557
23,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:07457-03099,7.796,2.505,0.376,2.000,3.412,11.090
24,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:07462-03099,0.410,2.706,0.000,2.706,2.706,2.562
25,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:07529-07481,16.823,5.003,0.916,3.467,7.545,15.089
26,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:07594-06107,9.437,4.133,0.832,2.176,5.300,11.996
27,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:07617-01154,28.312,3.947,0.808,2.429,5.545,19.463
28,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:07804-04202,0.821,3.423,0.490,3.077,3.769,3.843
29,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:07857-02830,0.821,1.932,0.032,1.909,1.955,3.624
30,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:07874-02398,6.155,2.585,0.410,1.846,3.222,9.809
31,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:08145-03062,3.693,2.473,0.421,2.059,3.357,6.716
32,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:08197-06202,30.363,3.570,0.640,2.476,6.000,20.900
33,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:08288-03814,0.821,4.330,0.358,4.077,4.583,3.843
34,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:08538-02880,4.513,3.244,0.417,2.722,3.929,8.153
35,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:08753-03149,15.592,4.143,0.762,2.625,6.250,14.183
36,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:08892-08231,17.233,3.921,0.731,2.643,5.727,14.559
37,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:09246-05923,7.796,4.576,0.717,3.333,6.125,9.809
38,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:09401-04949,0.410,2.154,0.000,2.154,2.154,2.562
39,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:09402-04936,132.941,4.751,2.574,1.000,15.000,46.768
40,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:09490-04403,33.646,4.812,1.494,2.056,8.700,21.275
41,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:09690-02988,33.235,3.571,1.588,0.850,6.500,21.650
42,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:09786-02445,9.027,2.683,0.983,1.375,4.429,11.996
43,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:09834-04347,19.695,5.737,1.468,2.765,8.333,15.995
44,Result of Before_GA3_B3 Region1_Merged_RAW_ch01.tif:09884-07476,19.695,4.702,1.028,2.636,6.583,15.995
