 ,Label,Area,Mean,StdDev,Min,Max,Perim.
17,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05813-04981,7.386,2.658,0.439,2.059,3.692,9.809
18,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05917-07574,11.489,3.246,0.415,2.333,3.941,11.621
19,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05919-05023,3.693,1.853,0.221,1.483,2.190,6.341
20,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05923-07546,42.673,2.079,0.305,1.385,3.067,24.212
21,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05926-05032,38.159,2.080,0.526,0.706,3.421,23.682
22,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05990-05342,13.540,2.710,0.425,2.000,3.625,13.808
23,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06191-06047,47.596,2.181,0.455,1.355,3.769,26.180
24,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06306-05606,29.543,2.697,0.378,1.846,3.545,20.369
25,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06370-08716,3.693,3.104,0.570,2.385,4.400,6.716
26,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07023-04311,42.673,2.336,0.414,1.308,3.714,23.837
27,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07423-07550,39.390,2.092,0.195,1.559,2.520,23.462
28,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:09200-05117,50.058,2.024,0.267,1.500,2.760,26.930
29,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:10364-05369,0.821,2.376,0.139,2.278,2.474,3.843
30,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:10937-06852,0.821,3.008,0.837,2.417,3.600,3.624
31,slice0001_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05576-04661,37152182.331,1.037,0.106,0.000,9.167,26229.515
32,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:00221-08505,9.437,3.682,0.538,2.789,5.364,11.996
33,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:01533-04682,1.641,4.602,0.767,3.700,5.500,5.124
34,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02613-06453,25.850,3.895,0.826,2.188,6.000,18.713
35,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02663-06464,32.415,3.713,0.524,2.278,4.857,21.275
36,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02948-06592,25.439,3.486,0.406,2.647,4.412,19.243
37,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03763-04385,0.410,4.000,0.000,4.000,4.000,2.562
38,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03758-05357,60.726,4.669,1.233,1.944,7.462,28.742
39,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03767-05427,34.056,3.295,0.714,1.696,4.733,22.931
40,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04353-01429,52.520,4.840,1.076,2.800,8.214,26.930
41,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04565-02932,43.903,3.969,0.696,2.706,6.231,26.024
42,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05597-04866,4.103,2.810,0.394,1.917,3.444,8.903
43,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05728-04761,1.641,3.795,0.261,3.455,4.000,4.905
44,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05731-04752,28.722,3.330,0.557,2.267,4.667,24.148
45,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05805-06015,12.309,2.592,0.490,1.846,3.714,12.902
46,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05904-05031,33.235,2.940,1.449,1.047,7.333,23.462
47,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05915-05023,11.078,2.445,0.497,1.667,3.467,13.808
48,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05922-07575,15.592,3.335,0.520,2.071,4.333,13.653
49,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05923-07543,45.134,2.590,0.375,1.762,3.846,25.649
50,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05989-05343,16.823,3.019,0.495,1.900,4.125,15.089
51,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06190-06049,49.238,2.515,0.333,1.684,3.583,26.024
52,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06306-05611,34.056,3.128,0.556,1.913,4.250,21.275
53,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07029-04314,43.903,2.770,0.529,1.400,3.857,24.743
54,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07429-07549,40.211,2.837,0.563,1.640,4.000,24.523
55,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:09199-05112,43.903,3.710,0.734,2.103,5.833,26.024
56,slice0002_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05576-04661,37152182.742,1.042,0.111,0.000,8.214,26229.515
57,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:01532-04682,0.821,4.388,0.689,3.900,4.875,3.093
58,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02612-06455,25.850,4.798,1.149,2.800,7.182,18.027
59,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02661-06462,12.309,3.811,0.469,2.933,4.800,13.433
60,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02948-06592,19.285,4.887,0.755,3.400,6.667,16.526
61,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03757-05359,55.392,4.237,0.653,2.538,6.333,27.461
62,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03766-05427,33.646,4.007,0.685,2.412,5.250,23.462
63,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04293-02901,0.410,3.818,0.000,3.818,3.818,2.562
64,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04352-01429,54.161,4.862,1.221,2.917,8.538,28.367
65,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04565-02932,38.159,4.302,0.532,3.000,5.818,24.368
66,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04638-05096,13.951,3.298,0.443,2.357,4.625,14.339
67,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05728-04753,35.697,3.721,0.663,2.600,5.700,24.523
68,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05803-04976,0.410,3.636,0.000,3.636,3.636,2.562
69,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05803-06014,12.720,3.117,0.605,2.000,4.667,13.808
70,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05909-05025,56.623,2.879,0.732,1.138,5.091,32.210
71,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05920-07575,16.002,4.392,0.849,2.786,6.455,14.183
72,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05919-07545,42.673,2.993,0.436,2.200,4.400,24.212
73,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05989-05342,18.464,3.162,0.514,2.111,4.125,16.150
74,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06191-06042,51.699,2.858,0.450,2.000,4.091,27.305
75,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06309-05610,14.771,3.440,0.403,2.526,4.250,13.808
76,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07028-04311,43.903,3.579,0.577,2.318,5.200,24.743
77,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07426-07547,34.056,3.738,0.601,2.333,5.077,21.961
78,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07527-05167,0.410,1.889,0.000,1.889,1.889,2.562
79,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:09198-05113,41.852,3.974,0.946,2.625,7.800,25.274
80,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:10874-06833,10.668,4.963,1.581,2.400,8.667,11.996
81,slice0003_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05576-04661,37152182.331,1.045,0.112,0.000,8.714,26229.515
82,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:01533-04682,0.821,4.965,0.579,4.556,5.375,3.093
83,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02613-06455,24.208,4.900,1.222,2.867,7.364,18.182
84,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02662-06462,5.334,3.331,0.378,2.833,4.111,9.809
85,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02949-06592,18.464,4.365,0.702,3.067,5.889,15.464
86,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03758-05359,45.955,3.849,0.493,2.769,5.222,24.743
87,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03764-04384,3.283,4.762,0.602,3.600,5.750,6.716
88,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03765-04385,0.410,4.625,0.000,4.625,4.625,2.562
89,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03767-05426,33.235,4.199,0.584,2.867,5.538,22.931
90,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04353-01429,51.289,4.994,1.342,2.500,8.833,27.461
91,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04565-02931,36.928,4.152,0.614,2.667,5.500,23.087
92,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04639-05097,2.872,3.232,0.336,2.750,3.700,8.153
93,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04642-05097,0.410,2.500,0.000,2.500,2.500,2.562
94,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05729-04754,36.928,4.230,0.660,2.750,6.250,23.617
95,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05804-06014,15.592,3.560,0.962,1.857,5.714,14.183
96,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05807-04977,1.641,3.680,0.282,3.500,4.100,4.529
97,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05911-05024,54.161,3.658,1.297,1.625,7.182,30.178
98,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05920-07575,15.592,4.853,1.017,2.667,7.091,14.183
99,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05921-07546,21.336,2.456,0.282,1.944,3.462,18.182
100,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05990-05341,16.413,3.485,0.541,2.444,4.714,15.995
101,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06189-06043,43.493,3.871,0.757,1.913,5.833,25.494
102,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06307-05601,21.747,3.903,0.605,2.765,5.357,16.746
103,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07030-04310,41.852,4.874,0.926,2.842,7.556,23.462
104,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07427-07546,34.466,4.335,0.740,2.412,5.857,21.806
105,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:09198-05113,40.621,3.680,0.436,2.500,4.615,23.837
106,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:10869-06831,18.874,5.711,1.087,3.333,7.750,15.995
107,slice0004_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05576-04661,37152182.742,1.047,0.112,0.000,9.000,26229.515
108,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:01533-04682,1.641,4.835,1.137,3.556,6.286,3.624
109,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02614-06455,18.874,4.522,1.028,2.545,6.750,15.464
110,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02661-06462,0.410,3.300,0.000,3.300,3.300,2.562
111,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02663-06463,0.410,4.000,0.000,4.000,4.000,2.562
112,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02664-06461,1.231,3.133,0.153,3.000,3.300,3.624
113,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02948-06592,16.823,4.213,0.582,3.091,5.500,14.559
114,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03757-05359,41.852,3.145,0.336,2.333,4.000,24.368
115,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03763-04384,2.052,4.770,0.550,4.100,5.571,5.435
116,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03767-05427,27.901,3.779,0.383,2.929,4.700,20.369
117,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04296-06906,0.821,1.083,0.118,1.000,1.167,3.843
118,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04353-01429,50.879,5.000,1.244,2.533,8.846,27.085
119,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04565-02931,33.646,3.990,0.652,2.538,6.143,22.181
120,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05728-04754,36.928,4.493,0.774,3.167,6.727,23.617
121,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05806-04973,0.410,3.545,0.000,3.545,3.545,2.562
122,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05806-04975,0.410,4.600,0.000,4.600,4.600,2.562
123,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05805-06014,11.078,3.678,1.075,2.125,6.857,12.372
124,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05909-05023,53.751,4.329,1.723,1.500,9.500,29.648
125,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05919-07575,10.258,4.429,0.684,3.000,5.875,11.090
126,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05920-07546,17.643,2.349,0.284,1.833,3.000,15.464
127,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05990-05341,8.617,3.184,0.442,2.571,4.333,11.090
128,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06189-06046,34.466,3.728,0.534,2.412,5.083,22.181
129,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06306-05600,20.926,4.408,0.770,3.062,6.000,16.370
130,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07030-04310,41.031,4.928,0.952,2.688,7.300,23.462
131,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07427-07546,33.235,4.434,0.793,2.750,6.333,21.806
132,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:09201-05106,39.800,3.714,0.365,2.769,4.643,23.462
133,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:10865-06829,15.592,5.616,1.049,3.700,7.714,13.808
134,slice0005_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05576-04661,37152182.742,1.049,0.111,0.000,9.500,26229.515
135,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:01533-04682,0.821,4.479,0.206,4.333,4.625,3.093
136,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02614-06455,16.002,4.124,0.710,2.889,5.750,16.150
137,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02662-06461,6.975,3.353,0.375,2.889,4.111,10.340
138,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02948-06593,13.540,3.771,0.608,2.500,5.429,12.902
139,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03756-05360,38.159,3.226,0.351,2.545,4.000,22.711
140,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03768-05427,28.312,3.882,0.528,2.583,5.200,21.275
141,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04353-01430,51.289,4.919,1.220,3.083,8.462,26.930
142,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04566-02928,32.825,3.800,0.596,2.636,5.250,22.181
143,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05729-04754,33.646,4.373,0.711,2.833,6.200,21.275
144,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05807-06013,5.334,3.218,0.499,2.333,3.750,7.622
145,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05910-05024,38.980,3.255,0.537,1.947,4.636,28.897
146,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05919-07575,7.796,4.130,0.659,2.900,5.375,9.809
147,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05920-07547,21.336,2.628,0.347,2.000,3.500,16.746
148,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05991-05341,2.462,2.854,0.325,2.625,3.500,8.528
149,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06186-06041,0.410,2.643,0.000,2.643,2.643,2.562
150,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06189-06041,2.872,3.337,0.239,3.000,3.700,9.279
151,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06190-06043,0.410,3.077,0.000,3.077,3.077,2.562
152,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06306-05600,19.695,4.617,0.643,3.000,6.091,16.526
153,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07030-04311,37.749,4.551,0.658,3.250,6.100,22.556
154,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07427-07547,24.619,3.544,0.506,2.400,4.636,18.182
155,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:09201-05107,38.980,3.531,0.375,2.600,4.545,22.931
156,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:10862-06828,18.874,5.228,0.793,3.857,7.286,15.995
157,slice0006_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05576-04661,37152182.331,1.051,0.112,0.000,12.000,26229.515
158,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:01533-04682,0.821,4.425,0.460,4.100,4.750,3.093
159,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02614-06454,13.540,3.834,0.536,2.667,4.778,13.433
160,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02663-06461,9.437,3.304,0.462,2.556,4.000,11.090
161,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02948-06593,11.078,3.557,0.437,2.700,4.250,12.527
162,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03756-05360,33.235,3.137,0.351,2.500,4.250,22.336
163,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03764-04384,0.410,4.000,0.000,4.000,4.000,2.562
164,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03768-05427,23.798,3.611,0.463,2.636,4.667,18.933
165,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04353-01430,52.110,4.871,1.198,2.769,9.083,27.461
166,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04566-02928,27.901,3.554,0.518,2.600,5.857,19.994
167,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05729-04754,24.208,3.844,0.609,2.429,5.444,18.557
168,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05807-06012,5.744,3.097,0.366,2.500,3.571,9.059
169,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05909-05022,0.410,2.462,0.000,2.462,2.462,2.562
170,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05910-05024,25.850,3.081,0.645,1.900,5.000,24.368
171,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05919-07575,4.513,3.836,0.594,3.100,5.000,7.092
172,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05919-07548,20.105,2.804,0.409,2.154,4.000,15.840
173,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06306-05600,20.105,4.732,0.685,3.467,6.455,16.370
174,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07030-04311,37.338,4.476,0.849,2.571,8.333,22.556
175,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07427-07551,18.464,3.414,0.381,2.692,4.556,15.620
176,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:09201-05106,34.466,3.277,0.390,2.462,4.364,21.650
177,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:10860-06826,20.516,5.522,1.223,2.800,8.429,16.526
178,slice0007_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05576-04661,37152182.331,1.054,0.112,0.000,9.083,26229.515
179,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:01533-04682,0.821,4.438,0.619,4.000,4.875,2.718
180,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02614-06454,9.437,3.708,0.596,2.667,5.000,11.090
181,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02662-06461,9.848,3.471,0.510,2.900,4.500,10.715
182,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02948-06593,9.027,3.325,0.378,2.600,4.000,10.715
183,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03755-05361,26.670,3.054,0.341,2.167,3.750,20.149
184,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03767-05428,20.926,3.393,0.409,2.727,4.250,17.807
185,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04353-01430,52.110,4.925,1.265,2.500,8.583,27.461
186,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04565-02929,22.567,3.527,0.475,2.667,5.000,18.182
187,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05730-04755,6.975,3.446,0.400,2.700,4.000,9.434
188,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05807-06013,5.334,3.000,0.398,2.429,3.714,7.622
189,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05909-05023,29.953,3.238,0.582,2.000,5.375,28.367
190,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05917-07549,18.054,2.717,0.345,1.929,3.444,15.089
191,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:06305-05600,16.413,4.647,0.706,3.250,6.400,15.089
192,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07029-04312,34.877,4.114,0.680,2.750,6.300,22.025
193,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:07426-07550,13.951,2.877,0.293,2.333,3.545,13.808
194,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:09200-05106,29.953,2.964,0.340,2.167,3.636,19.463
195,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:10857-06826,17.233,4.360,1.499,1.600,7.286,15.089
196,slice0008_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:05576-04661,37152182.331,1.056,0.112,0.000,11.000,26229.515
197,slice0009_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:01533-04682,0.821,4.732,0.025,4.714,4.750,2.718
198,slice0009_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02614-06454,4.103,3.189,0.415,2.444,3.857,7.092
199,slice0009_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02662-06461,7.796,3.041,0.387,2.600,3.875,10.340
200,slice0009_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:02948-06594,4.924,3.435,0.575,2.800,4.500,7.998
201,slice0009_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03754-05362,22.567,3.088,0.312,2.455,4.000,18.337
202,slice0009_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:03766-05427,15.182,3.303,0.329,2.800,4.111,15.089
203,slice0009_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04353-01430,50.879,4.911,1.208,2.727,8.556,26.930
204,slice0009_Result of After_GA3_A4 Region1_Merged_RAW_ch01.tif:04566-02929,17.233,3.256,0.368,2.556,3.889,15.089
